Time_Index,waste_biomass,None,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
812,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
813,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
814,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
815,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
816,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
817,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
818,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
819,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
820,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
821,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
822,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
823,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
824,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
825,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
826,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
827,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
828,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
829,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
830,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
831,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
832,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
833,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
834,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
835,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
836,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
837,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
838,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
839,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
840,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
841,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
842,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
843,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
844,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
845,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
846,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
847,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
848,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
849,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
850,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
851,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
852,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
853,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
854,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
855,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
856,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
857,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
858,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
859,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
860,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
861,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
862,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
863,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
864,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
865,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
866,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
867,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
868,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
869,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
870,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
871,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
872,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
873,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
874,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
875,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
876,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
877,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
878,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
879,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
880,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
881,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
882,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
883,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
884,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
885,1.0,0.0,1.37,4.28,21.96,4.15,20.94,1.81,2.23,4.05,0.72,21.29,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,0.72,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
